"Fact ID","Item ID","Outlet ID","Location Type ID","Outlet Size","Outlet Type ID","Item Visibility","Item Weight",Sales,Rating
1,1,1,1,Medium,1,0.1000135000,15.10000,145.47860,5
2,2,2,2,Medium,2,0.0085960510,11.80000,115.34920,5
3,3,3,1,Small,1,0.0258964850,13.85000,165.02100,5
4,4,4,2,High,1,0.0422778670,12.15000,126.50460,5
5,5,5,3,Small,1,0.0339701950,19.60000,55.16140,5
6,6,6,3,Small,1,0.0055054810,8.89000,102.40160,5
7,7,7,2,Small,3,0.0983124210,11.80000,81.46180,5
8,8,5,3,Small,1,0.0269037140,19.70000,96.07260,5
9,9,4,2,High,1,0.0241293320,20.75000,124.17300,5
10,10,8,2,Medium,4,0.1015615680,0.00000,181.92920,5
11,11,8,2,Medium,4,0.0845545690,0.00000,109.89120,5
12,12,9,3,Small,1,0.0520449760,18.85000,192.18460,5
13,13,2,2,Medium,2,0.1289376610,17.10000,112.38860,5
14,14,4,2,High,1,0.0904868280,16.35000,195.21100,5
15,15,8,2,Medium,4,0.0329282400,0.00000,173.17380,5
16,16,9,3,Small,1,0.0188015490,20.25000,222.17720,5
17,17,2,2,Medium,2,0.1470238340,17.85000,93.74360,5
18,18,1,1,Medium,1,0.0776280530,19.20000,197.61100,5
19,19,8,2,Medium,4,0.1825148810,0.00000,98.77000,5
20,20,2,2,Medium,2,0.0168952930,12.10000,178.56600,5
21,21,8,2,Medium,4,0.0000000000,0.00000,60.21940,5
22,22,8,2,Medium,4,0.0269167940,0.00000,50.96660,5
23,23,2,2,Medium,2,0.0229764970,6.85000,261.65940,5
24,24,2,2,Medium,2,0.0424137040,17.25000,173.17640,5
25,25,6,3,Medium,1,0.0654319170,16.00000,76.19860,5
26,26,6,3,Medium,1,0.1402412130,13.35000,150.23920,5
27,27,9,3,Small,1,0.0339355760,6.69500,221.94560,5
28,28,8,2,Medium,4,0.0165162750,0.00000,47.40340,5
29,29,3,1,Small,1,0.0265372060,16.60000,57.26140,5
30,30,1,1,Medium,1,0.1311284670,6.92000,93.18040,5
31,31,3,1,Small,1,0.0806404780,5.82000,167.77900,5
32,32,4,2,High,1,0.0194641800,14.80000,196.37940,5
33,33,4,2,High,1,0.0465457860,10.10000,59.98780,5
34,34,4,2,High,1,0.1846897560,7.67000,35.42160,5
35,35,6,3,Medium,1,0.0253426920,15.60000,174.30540,5
36,36,4,2,High,1,0.0379235090,9.31000,61.65100,5
37,37,5,3,Medium,1,0.1218484360,11.80000,46.84020,5
38,38,5,3,Medium,1,0.0380297460,13.15000,88.68560,5
39,39,1,1,Medium,1,0.0574853280,16.25000,126.20460,5
40,40,3,1,Small,1,0.0852749880,13.85000,119.61240,5
41,41,4,2,High,1,0.1081489130,6.75000,95.67520,5
42,42,8,2,Medium,4,0.0188386810,0.00000,62.95360,5
43,43,5,3,Medium,1,0.0481155430,10.50000,159.09460,5
44,44,1,1,Medium,1,0.1746213430,9.30000,104.29640,5
45,45,7,2,Medium,3,0.1059946540,20.75000,150.56820,5
46,46,4,2,High,1,0.1825017730,19.20000,239.21960,5
47,47,9,3,Small,1,0.0489311740,18.10000,127.33360,5
48,48,1,1,Medium,1,0.0136582480,17.50000,256.33040,5
49,49,1,1,Medium,1,0.0113054790,10.50000,235.52480,5
50,50,1,1,Medium,1,0.0146538960,7.97500,82.42500,5
51,51,1,1,Medium,1,0.0258673530,10.00000,264.62260,5
52,52,1,1,Medium,1,0.0242019050,10.10000,114.91500,5
53,53,1,1,Medium,1,0.0284614530,8.93000,152.23400,5
54,54,1,1,Medium,1,0.0862662860,7.30000,147.20760,5
55,55,1,1,Medium,1,0.0055570620,7.93000,122.14140,5
56,56,1,1,Medium,1,0.0138342470,15.35000,62.71680,5
57,57,1,1,Medium,1,0.0166373010,19.35000,120.90980,5
58,58,1,1,Medium,1,0.0313315810,9.50000,111.12280,5
59,59,1,1,Medium,1,0.0414598040,10.50000,39.21640,5
60,60,1,1,Medium,1,0.0000000000,15.60000,111.95180,5
61,61,1,1,Medium,1,0.0035976780,5.88000,153.89980,5
62,62,1,1,Medium,1,0.0869161260,8.88000,153.36820,5
63,63,1,1,Medium,1,0.0352476420,10.60000,84.72240,5
64,64,1,1,Medium,1,0.0283655240,6.13000,110.09120,5
65,65,1,1,Medium,1,0.0151861460,6.38000,144.94700,5
66,66,1,1,Medium,1,0.0481345910,9.19500,107.76220,5
67,67,1,1,Medium,1,0.0477918780,11.30000,180.76600,5
68,68,1,1,Medium,1,0.0074680560,12.60000,186.95560,5
69,69,1,1,Medium,1,0.1136949570,17.25000,253.47240,5
70,70,1,1,Medium,1,0.0674000320,19.10000,41.97960,5
71,71,1,1,Medium,1,0.0268824960,9.80000,126.30200,5
72,72,1,1,Medium,1,0.0100278850,7.90500,249.64080,5
73,73,1,1,Medium,1,0.0289882880,10.80000,239.22220,5
74,74,1,1,Medium,1,0.0206005530,12.10000,147.57340,5
75,75,1,1,Medium,1,0.0758688430,15.50000,261.75680,5
76,76,1,1,Medium,1,0.0794197550,20.70000,99.80420,5
77,77,1,1,Medium,1,0.0303119510,8.00000,247.40920,5
78,78,1,1,Medium,1,0.0307420830,19.50000,85.55400,5
79,79,1,1,Medium,1,0.0297688700,14.00000,145.47860,5
80,80,1,1,Medium,1,0.0000000000,20.25000,194.27940,5
81,81,1,1,Medium,1,0.0668337430,11.30000,257.29620,5
82,82,1,1,Medium,1,0.0772845660,11.60000,172.41060,5
83,83,1,1,Medium,1,0.0994255500,16.00000,87.08560,5
84,84,1,1,Medium,1,0.0124775120,10.19500,197.11100,5
85,85,1,1,Medium,1,0.0266434480,13.65000,37.95320,5
86,86,1,1,Medium,1,0.0273861220,9.60000,259.23040,5
87,87,1,1,Medium,1,0.0114432220,10.69500,73.50380,5
88,88,1,1,Medium,1,0.0582071140,12.30000,59.15620,5
89,89,1,1,Medium,1,0.0098938170,11.39500,50.30340,5
90,90,1,1,Medium,1,0.1861482700,12.35000,78.23280,5
91,91,1,1,Medium,1,0.1142945120,20.70000,94.94360,5
92,92,10,1,Small,3,0.0234028930,0.00000,108.22800,5
93,93,10,1,Small,3,0.1964909020,0.00000,120.54400,5
94,94,10,1,Small,3,0.2474900900,0.00000,263.18840,5
95,95,10,1,Small,3,0.0378247350,0.00000,109.72280,5
96,96,10,1,Small,3,0.1421079980,0.00000,150.37340,5
97,97,10,1,Small,3,0.0450621300,0.00000,167.54740,5
98,98,10,1,Small,3,0.0440004920,0.00000,148.27340,5
99,99,10,1,Small,3,0.0000000000,0.00000,123.47300,5
100,100,10,1,Small,3,0.0446077220,0.00000,145.97600,5
101,101,10,1,Small,3,0.0310241680,0.00000,210.52440,5
102,102,10,1,Small,3,0.0919243110,0.00000,189.75300,5
103,103,10,1,Small,3,0.1031884910,0.00000,244.34600,5
104,14,10,1,Small,3,0.1585627080,0.00000,194.71100,5
105,104,10,1,Small,3,0.0678244560,0.00000,167.78420,5
106,105,10,1,Small,3,0.0292991750,0.00000,140.31800,5
107,106,10,1,Small,3,0.1285325580,0.00000,34.22160,5
108,107,10,1,Small,3,0.0986065430,0.00000,232.73000,5
109,108,10,1,Small,3,0.1822365550,0.00000,107.16220,5
110,109,10,1,Small,3,0.2091629360,0.00000,179.19760,5
111,110,10,1,Small,3,0.0774806270,0.00000,101.39900,5
112,111,10,1,Small,3,0.0123278470,0.00000,173.87380,5
113,112,10,1,Small,3,0.0143426590,0.00000,103.76740,5
114,113,10,1,Small,3,0.0000000000,0.00000,83.75660,5
115,114,3,1,Small,1,0.0830040780,20.60000,119.47560,5
116,115,3,1,Small,1,0.0104382300,6.42500,115.88080,5
117,116,3,1,Small,1,0.1514055870,7.00000,107.72800,5
118,117,3,1,Small,1,0.0738277480,16.50000,208.86380,5
119,53,3,1,Small,1,0.0284172720,8.93000,154.53400,5
120,118,3,1,Small,1,0.0241947310,12.60000,36.18740,5
121,119,3,1,Small,1,0.0268708900,17.50000,264.49100,5
122,120,3,1,Small,1,0.0375812430,13.10000,175.50540,5
123,121,3,1,Small,1,0.0343069620,16.10000,252.33560,5
124,122,3,1,Small,1,0.0449084040,15.00000,140.28380,5
125,123,3,1,Small,1,0.0189053260,17.60000,234.65900,5
126,14,3,1,Small,1,0.0905621920,16.35000,198.21100,5
127,124,3,1,Small,1,0.0156870450,17.60000,182.69760,5
128,125,3,1,Small,1,0.1080304340,19.25000,32.45580,5
129,126,3,1,Small,1,0.0213264710,20.35000,76.13280,5
130,127,3,1,Small,1,0.0106309490,6.17000,65.98260,5
131,128,3,1,Small,1,0.0325388960,16.35000,165.78420,5
132,129,3,1,Small,1,0.1165424840,17.70000,182.62660,5
133,130,3,1,Small,1,0.0521768610,17.85000,122.80720,5
134,131,3,1,Small,1,0.0768556280,18.60000,161.02360,5
135,132,3,1,Small,1,0.0395771730,19.60000,166.15260,5
136,133,3,1,Small,1,0.0307950850,13.85000,143.31540,5
137,134,3,1,Small,1,0.1075978790,15.85000,58.79040,5
138,135,3,1,Small,1,0.1003989400,9.39500,89.68560,5
139,136,3,1,Small,1,0.0452668060,9.80000,36.98740,5
140,137,3,1,Small,1,0.0207186550,21.10000,130.49940,5
141,138,3,1,Small,1,0.0197685030,8.10000,88.61980,5
142,139,3,1,Small,1,0.0233224780,11.35000,182.56080,5
143,140,3,1,Small,1,0.0471206100,9.19500,53.16660,5
144,141,3,1,Small,1,0.1256029510,11.50000,100.83580,5
145,142,3,1,Small,1,0.0415715570,19.60000,49.93760,5
146,143,3,1,Small,1,0.0780606010,9.19500,106.35960,5
147,144,3,1,Small,1,0.0215736450,7.42000,184.65820,5
148,145,3,1,Small,1,0.1462999020,17.35000,150.40500,5
149,146,3,1,Small,1,0.0059638810,5.34000,99.53580,5
150,147,3,1,Small,1,0.1237105260,6.38500,37.18740,5
151,24,5,3,Medium,1,0.0000000000,17.25000,171.57640,5
152,148,6,3,Medium,1,0.0000000000,12.15000,39.15060,5
153,149,6,3,Medium,1,0.0736977130,15.35000,91.91200,5
154,150,5,3,Medium,1,0.0757015240,12.00000,124.63880,5
155,151,5,3,Medium,1,0.1134971400,14.10000,56.19560,5
156,152,5,3,Medium,1,0.0214200310,8.06000,232.03260,5
157,153,5,3,Medium,1,0.0898596420,14.10000,140.24960,5
158,154,5,3,Medium,1,0.1243019680,19.20000,89.74880,5
159,155,5,3,Medium,1,0.0582203020,13.80000,247.48020,5
160,156,5,3,Medium,1,0.1155636790,9.06500,96.00940,5
161,157,5,3,Medium,1,0.1278003800,14.30000,83.62240,5
162,158,5,3,Medium,1,0.0436511980,5.98000,146.14180,5
163,59,5,3,Medium,1,0.0414793960,10.50000,36.81640,5
164,120,5,3,Medium,1,0.0376574590,13.10000,175.80540,5
165,159,5,3,Medium,1,0.0724449830,14.70000,48.60340,5
166,160,5,3,Medium,1,0.0155919250,17.50000,184.82660,5
167,161,5,3,Medium,1,0.0969299940,19.10000,233.89580,5
168,162,5,3,Medium,1,0.0457618550,19.85000,125.60200,5
169,163,5,3,Small,1,0.0244327670,9.80000,116.44920,5
170,164,5,3,Small,1,0.0419507530,10.80000,190.02140,5
171,7,5,3,Small,1,0.0588553570,11.80000,79.16180,5
172,165,5,3,Small,1,0.0249377920,5.88000,148.43920,5
173,166,5,3,Small,1,0.1054593070,6.77500,84.62500,5
174,167,5,3,Small,1,0.0707120310,8.42000,216.41920,5
175,168,5,3,Small,1,0.0214687920,10.00000,251.67500,5
176,169,5,3,Small,1,0.1776295250,19.10000,173.94220,5
177,170,5,3,Small,1,0.0143303300,19.75000,104.23320,5
178,171,5,3,Small,1,0.0332465200,12.85000,172.44220,5
179,172,5,3,Small,1,0.0410289370,16.00000,142.64960,5
180,173,5,3,Small,1,0.0000000000,5.00000,189.85300,5
181,174,5,3,Small,1,0.0519065200,5.73000,188.18980,5
182,175,5,3,Small,1,0.0675920980,7.81000,246.04860,5
183,176,6,3,Small,1,0.0810500060,14.35000,79.19600,5
184,177,6,3,Small,1,0.1252103750,6.46500,266.88840,5
185,178,6,3,Small,1,0.1372700000,15.85000,94.40940,5
186,179,6,3,Small,1,0.0052647550,19.85000,264.58840,5
187,180,6,3,Small,1,0.0328115030,7.50000,239.69060,5
188,181,6,3,Small,1,0.0219846390,12.30000,191.21620,5
189,182,6,3,Small,1,0.0395171210,18.60000,243.68020,5
190,183,6,3,Small,1,0.0522746910,7.72000,79.19860,5
191,184,6,3,Small,1,0.0467470710,8.18500,49.96920,5
192,185,6,3,Small,1,0.0206641780,16.35000,50.83240,5
193,186,6,3,Small,1,0.0410656470,9.50000,223.50880,5
194,20,6,3,Small,1,0.0169219270,12.10000,178.36600,5
195,187,6,3,Small,1,0.1365009810,16.60000,173.34220,5
196,188,6,3,Small,1,0.0305271660,5.17500,33.58740,5
197,189,6,3,Small,1,0.0483884230,5.40000,163.05260,5
198,190,6,3,Small,1,0.0000000000,11.39500,149.27080,5
199,191,6,3,Small,1,0.0523352800,18.75000,108.12800,5
200,192,6,3,Small,1,0.0060124130,6.36000,163.05260,5
201,193,6,3,High,1,0.0597411720,14.60000,179.69760,5
202,103,6,3,High,1,0.0592688850,20.25000,246.44600,5
203,194,6,3,High,1,0.0270520180,20.70000,73.93540,5
204,15,6,3,High,1,0.0332756340,19.35000,173.87380,5
205,195,6,3,High,1,0.0100553200,21.25000,183.16080,5
206,196,6,3,High,1,0.0121679880,13.10000,190.25300,5
207,197,6,3,High,1,0.1119311930,17.75000,108.89120,5
208,198,6,3,High,1,0.0922823530,15.20000,227.23520,5
209,199,6,3,High,1,0.0126791910,18.20000,139.81800,5
210,200,6,3,High,1,0.0481608240,18.60000,188.98980,5
211,201,5,3,High,1,0.0322426610,5.46000,187.62400,5
212,202,5,3,High,1,0.0309052150,8.42000,227.63520,5
213,203,5,3,High,1,0.0313309070,14.00000,52.36400,5
214,204,5,3,High,1,0.0120364320,17.20000,165.71840,5
215,205,5,3,High,1,0.0633545310,11.35000,88.98560,5
216,79,5,3,High,1,0.0297829370,14.00000,146.37860,5
217,206,5,3,High,1,0.0515969270,20.00000,128.06780,5
218,207,5,3,High,1,0.0545659320,20.10000,152.23660,5
219,208,5,3,High,1,0.0143942610,7.35000,241.35120,5
220,209,5,3,High,1,0.0536928780,10.10000,222.90880,5
221,210,5,3,High,1,0.0613011490,5.15000,122.13880,5
222,211,5,3,High,1,0.0000000000,6.61000,186.48980,5
223,212,5,3,High,1,0.0111488650,10.30000,84.85400,5
224,213,5,3,High,1,0.0110041300,10.50000,167.18420,5
225,214,5,3,High,1,0.1255287340,13.50000,262.19100,5
226,215,6,3,High,1,0.0442722260,7.52000,181.39500,5
227,135,6,3,High,1,0.1009668370,9.39500,86.88560,5
228,216,6,3,High,1,0.1414063940,9.80000,50.00080,5
229,217,6,3,High,1,0.0381022030,17.75000,154.06560,5
230,218,6,3,High,1,0.1180250910,20.20000,195.81100,5
231,219,6,3,High,1,0.1691377070,7.15500,35.28740,5
232,220,6,3,High,1,0.1543632090,7.84000,50.83500,5
233,140,6,3,High,1,0.0473871440,9.19500,50.86660,5
234,221,6,3,High,1,0.1474925240,10.19500,141.58380,5
235,222,6,3,High,1,0.0000000000,16.10000,35.15580,5
236,223,6,3,Medium,1,0.0470360360,8.77000,170.54220,5
237,224,6,3,Medium,1,0.1600959010,17.25000,61.51940,5
238,225,6,3,Medium,1,0.0339518270,12.35000,197.24260,5
239,85,6,3,Medium,1,0.0000000000,13.65000,36.65320,5
240,226,6,3,Medium,1,0.1724468220,18.60000,47.13760,5
241,227,6,3,Medium,1,0.0658909980,19.35000,167.08160,5
242,228,6,3,Medium,1,0.0670833670,7.64500,44.01120,5
243,38,6,3,Medium,1,0.0381674530,13.15000,89.48560,5
244,229,6,3,Medium,1,0.0056202130,19.20000,226.60620,5
245,230,6,3,Medium,1,0.0761640130,16.75000,34.05320,5
246,231,6,3,Medium,1,0.0434022240,11.35000,197.07420,5
247,232,6,3,Medium,1,0.1328306600,12.15000,190.68720,5
248,147,6,3,Medium,1,0.1244102840,6.38500,34.38740,5
249,233,9,3,Small,1,0.0710644990,7.27000,114.45180,5
250,234,9,3,Small,1,0.0471781160,9.80000,99.40160,5
251,235,9,3,Small,1,0.1303904580,14.30000,77.23280,5
252,236,9,3,Small,1,0.0951400880,15.10000,159.96040,5
253,237,9,3,Small,1,0.0553479850,18.85000,131.52840,5
254,238,9,3,Small,1,0.0606882480,20.35000,234.26160,5
255,239,9,3,Small,1,0.0925761440,4.78500,121.00980,5
256,116,9,3,Small,1,0.1513769580,7.00000,108.22800,5
257,240,9,3,Small,1,0.0319388280,7.65500,114.14920,5
258,241,9,3,Small,1,0.0283578390,7.96000,163.28940,5
259,242,9,3,Small,1,0.0426417880,18.85000,257.83300,5
260,243,9,3,Small,1,0.1697763460,20.70000,184.42660,5
261,157,9,3,Small,1,0.1275176050,14.30000,86.02240,5
262,244,9,3,Small,1,0.0363462240,20.50000,72.96960,5
263,245,9,3,Small,1,0.0387217340,8.18500,115.88080,5
264,246,9,3,Small,1,0.0874366720,12.60000,109.92280,5
265,43,9,3,Small,1,0.0480090810,10.50000,157.09460,5
266,247,9,3,Small,1,0.0928657460,5.32000,100.66740,5
267,248,9,3,Small,1,0.0417297350,12.35000,36.32160,5
268,249,9,3,Small,1,0.0897612110,14.50000,159.46040,5
269,250,9,3,Small,1,0.0161045040,18.85000,130.26260,5
270,251,9,3,Small,1,0.0296382670,9.60000,42.60860,5
271,252,9,3,Small,1,0.0558294960,15.10000,140.24960,5
272,253,9,3,Small,1,0.0335926870,15.20000,108.19120,5
273,254,9,3,Small,1,0.0000000000,18.75000,213.32180,5
274,169,9,3,Small,1,0.1772364970,19.10000,172.34220,5
275,92,9,3,Small,1,0.0133639020,16.35000,106.12800,5
276,255,9,3,Small,1,0.0394847390,8.39500,97.90420,5
277,256,9,3,Small,1,0.1078709970,9.19500,181.26340,5
278,257,9,3,Small,1,0.0540467060,20.35000,119.54660,5
279,258,9,3,Small,1,0.0492956860,21.00000,194.44780,5
280,259,9,3,Small,1,0.1593043330,9.39500,226.17200,5
281,260,9,3,Small,1,0.0372250700,15.70000,182.46340,5
282,261,9,3,Small,1,0.1215633850,6.71500,43.74540,5
283,262,9,3,Small,1,0.0248918810,10.30000,170.94220,5
284,263,9,3,Small,1,0.0587197260,11.65000,171.14220,5
285,264,9,3,Small,1,0.0721418180,8.71000,183.39240,5
286,265,9,3,Small,1,0.1145434300,15.70000,113.72020,5
287,266,9,3,Small,1,0.0180196620,19.75000,181.56600,5
288,42,9,3,Small,1,0.0189267730,15.70000,60.25360,5
289,267,9,3,Small,1,0.0597900950,20.20000,127.46780,5
290,268,9,3,Small,1,0.0245366360,5.63000,106.13060,5
291,269,9,3,Small,1,0.0220545530,9.50000,195.44520,5
292,270,9,3,Small,1,0.0087342840,15.70000,207.89800,5
293,146,9,3,Small,1,0.0059627530,5.34000,102.43580,5
294,271,9,3,Small,1,0.1052761620,15.60000,173.27640,5
295,272,7,2,Medium,3,0.2201111170,11.65000,153.00240,5
296,273,7,2,Medium,3,0.0252880200,5.48000,83.32500,5
297,274,7,2,Medium,3,0.0449918760,10.89500,107.22800,5
298,275,7,2,Medium,3,0.1786229190,9.80000,177.93700,5
299,276,7,2,Medium,3,0.1139535620,16.35000,198.24260,5
300,277,7,2,Medium,3,0.1175800620,8.01000,36.65320,5
301,278,7,2,Medium,3,0.1957211250,10.30000,156.46300,5
302,32,7,2,Medium,3,0.0326061810,14.80000,193.57940,5
303,279,7,2,Medium,3,0.2016877200,8.39000,162.88680,5
304,280,7,2,Medium,3,0.2113066730,17.00000,125.13620,5
305,281,7,2,High,3,0.1356479200,14.80000,190.88460,5
306,282,7,2,High,3,0.0630817130,15.60000,125.77040,5
307,283,7,2,High,3,0.0168047240,17.60000,163.45520,5
308,284,7,2,High,3,0.1755458890,17.60000,163.68680,5
309,285,7,2,High,3,0.1052654750,12.65000,159.95780,5
310,133,7,2,High,3,0.0515446580,13.85000,142.51540,5
311,286,7,2,High,3,0.0244257400,18.70000,52.93240,5
312,287,7,2,High,3,0.1916033340,5.42500,87.05140,5
313,288,7,2,High,3,0.2146810630,14.50000,102.73320,5
314,289,7,2,High,3,0.1905690380,12.80000,138.78380,5
315,290,7,2,High,3,0.0760970350,18.50000,145.81020,5
316,291,7,2,High,3,0.1436701790,15.50000,48.46920,5
317,292,7,2,High,3,0.2675659110,16.85000,194.14780,5
318,293,7,2,High,3,0.2388318750,18.00000,88.25140,5
319,294,4,2,High,1,0.0819440450,5.76500,36.71640,5
320,295,4,2,High,1,0.0206986740,13.15000,86.35660,5
321,53,4,2,High,1,0.0283936240,8.93000,153.43400,5
322,296,4,2,High,1,0.1366968920,10.89500,264.55680,5
323,297,4,2,High,1,0.0897420650,15.25000,213.71920,5
324,298,4,2,High,1,0.1243484820,18.00000,118.31240,5
325,299,4,2,High,1,0.0577442490,10.69500,61.25360,5
326,300,4,2,High,1,0.0701331770,16.70000,109.89120,5
327,301,4,2,High,1,0.0213120430,20.85000,104.93060,5
328,302,4,2,High,1,0.0416342060,18.35000,188.18720,5
329,279,4,2,High,1,0.1203969910,8.39000,163.48680,5
330,303,4,2,High,1,0.0519026800,8.51000,142.24700,5
331,102,4,2,High,1,0.0524583580,12.30000,188.75300,5
332,304,4,2,High,1,0.1605293220,15.70000,59.25620,5
333,305,4,2,High,1,0.0169790630,16.35000,97.44100,5
334,306,4,2,High,1,0.0567833890,6.86500,214.52180,5
335,171,4,2,High,1,0.0331516200,12.85000,170.64220,5
336,307,4,2,High,1,0.1150717400,11.80000,198.20840,5
337,308,4,2,High,1,0.0533277630,15.50000,44.47700,5
338,309,4,2,High,1,0.0147208480,13.80000,89.91720,5
339,310,4,2,High,1,0.0275878900,17.35000,86.18560,5
340,142,4,2,High,1,0.0415369620,19.60000,46.03760,5
341,311,4,2,High,1,0.0835369890,20.75000,180.33180,5
342,312,4,2,High,1,0.0000000000,10.30000,115.01760,5
343,313,4,2,High,1,0.1520012010,12.85000,252.33820,5
344,314,4,2,High,1,0.0429230710,14.60000,109.82540,5
345,315,4,2,High,1,0.0352276970,14.85000,159.55780,5
346,316,4,2,High,1,0.0224065750,20.10000,225.90360,5
347,317,4,2,High,1,0.0142006710,9.60000,187.18720,5
348,318,4,2,High,1,0.0619928740,16.70000,60.95620,5
349,229,4,2,High,1,0.0055839510,19.20000,226.90620,5
350,236,2,2,Medium,2,0.0955457150,15.10000,157.36040,5
351,319,2,2,Medium,2,0.0218119870,12.15000,163.61840,5
352,320,2,2,Medium,2,0.0634326760,6.42500,132.86260,5
353,321,2,2,Medium,2,0.1542443430,13.00000,77.99860,5
354,322,2,2,Medium,2,0.0451688980,15.60000,242.98540,5
355,323,2,2,Medium,2,0.0454926970,19.10000,40.31380,5
356,324,2,2,Medium,2,0.0460437360,10.00000,140.61800,5
357,182,2,2,Medium,2,0.0394549240,18.60000,244.08020,5
358,325,2,2,Medium,2,0.0495205930,18.20000,147.37340,5
359,326,2,2,Medium,2,0.0362875170,20.50000,121.27560,5
360,327,2,2,Medium,2,0.0444305610,18.25000,174.20800,5
361,328,2,2,Medium,2,0.0467491120,7.27000,100.43840,5
362,329,2,2,Medium,2,0.0502566040,8.76000,127.33360,5
363,63,2,2,Medium,2,0.0353362870,10.60000,87.02240,5
364,330,2,2,Medium,2,0.0918579040,5.82500,160.78940,5
365,331,2,2,Medium,2,0.1107390310,8.27500,103.33060,5
366,332,2,2,Medium,2,0.0768662350,12.30000,247.14600,5
367,333,2,2,Medium,2,0.0348135560,16.35000,128.40200,5
368,334,2,2,Medium,2,0.0142805540,20.25000,148.04180,5
369,335,2,2,Medium,2,0.1235319740,12.65000,108.29380,5
370,336,2,2,Medium,2,0.0258666400,18.50000,88.91720,5
371,337,2,2,Medium,2,0.0361847550,18.85000,58.55620,5
372,338,2,2,Medium,2,0.0098160920,9.06000,211.85600,5
373,306,2,2,Medium,2,0.0570621860,6.86500,212.02180,5
374,339,2,2,Medium,2,0.0746481190,9.50000,253.37240,5
375,340,2,2,Medium,2,0.1000556250,10.00000,113.35440,5
376,341,2,2,Medium,2,0.0671484070,14.10000,200.40840,5
377,342,2,2,Medium,2,0.0575469140,15.85000,55.89560,5
378,172,2,2,Medium,2,0.0411126940,16.00000,139.94960,5
379,343,2,2,Medium,2,0.1560126310,21.25000,177.33700,5
380,344,2,2,Medium,2,0.0000000000,7.97000,172.04220,5
381,285,2,2,Medium,2,0.0631464920,12.65000,159.65780,5
382,289,2,2,Medium,2,0.1143182630,12.80000,142.28380,5
383,345,2,2,Medium,2,0.0292830810,9.69500,175.13700,5
384,346,2,2,Medium,2,0.0302117420,13.00000,59.32200,5
385,347,2,2,Medium,2,0.0000000000,14.50000,41.04540,5
386,348,2,2,Medium,2,0.1620930590,15.00000,182.52660,5
387,349,2,2,Medium,2,0.1840415450,18.25000,110.15700,5
388,350,2,2,Medium,2,0.0114193010,6.11500,91.04880,5
389,351,2,2,Medium,2,0.0640771700,9.80000,116.74920,5
390,352,2,2,Medium,2,0.0148859980,20.35000,234.49580,5
391,353,2,2,Medium,2,0.0421535020,6.78500,44.01120,5
392,354,2,2,Medium,2,0.0099792710,14.85000,155.76300,5
393,355,2,2,Medium,2,0.0386851760,16.70000,146.61020,5
394,153,8,2,Medium,4,0.0892435040,0.00000,139.24960,5
395,356,8,2,Medium,4,0.0265520560,0.00000,56.22460,5
396,357,8,2,Medium,4,0.0087929070,0.00000,96.73840,5
397,358,8,2,Medium,4,0.0530387750,0.00000,59.59040,5
398,359,8,2,Medium,4,0.0324701080,0.00000,148.93920,5
399,360,8,2,Medium,4,0.0953314330,0.00000,125.56780,5
400,361,8,2,Medium,4,0.0000000000,0.00000,231.96420,5
401,9,8,2,Medium,4,0.0240324840,0.00000,124.97300,5
402,20,8,2,Medium,4,0.0167452640,0.00000,180.76600,5
403,362,8,2,Medium,4,0.0581981410,0.00000,110.45440,5
404,363,8,2,Medium,4,0.0925641930,0.00000,53.49560,5
405,364,8,2,Medium,4,0.1292993100,0.00000,178.23700,5
406,365,8,2,Medium,4,0.0738799390,0.00000,94.04620,5
407,332,8,2,Medium,4,0.0761836670,0.00000,245.64600,5
408,70,8,2,Medium,4,0.0669695250,0.00000,39.27960,5
409,334,8,2,Medium,4,0.0141537430,0.00000,145.64180,5
410,366,8,2,Medium,4,0.0194121920,0.00000,166.54740,5
411,367,8,2,Medium,4,0.1176077190,0.00000,55.25880,5
412,368,8,2,Medium,4,0.1405719710,0.00000,154.79980,5
413,369,8,2,Medium,4,0.0994784510,0.00000,194.44520,5
414,370,8,2,Medium,4,0.0337257430,0.00000,211.69020,5
415,308,8,2,Medium,4,0.0531137210,0.00000,44.37700,5
416,371,8,2,Medium,4,0.0000000000,0.00000,165.58680,5
417,372,8,2,Medium,4,0.0062954720,0.00000,122.40980,5
418,373,8,2,Medium,4,0.1394842920,0.00000,94.31200,5
419,374,8,2,Medium,4,0.1560723610,0.00000,169.34740,5
420,375,8,2,Medium,4,0.1022264740,0.00000,91.31200,5
